84.369,31.51
82.101,34.172
96.893,27.663
89.103,32.987
89.201,36.243
86.242,37.919
92.603,34.172
89.646,38.904
93.343,37.722
95.562,34.91
98.077,33.876
99.556,35.504
96.006,38.462
91.272,41.272
96.598,40.68
99.112,38.166
102.662,36.983
98.176,42.062
94.082,43.713
96.893,45.266
99.852,47.634
96.005,48.373
103.994,40.089
103.994,45.266
109.32,42.751
110.207,40.089
106.953,38.018
114.349,42.456
109.172,45.118
110.207,49.556
106.361,51.036
102.515,51.036
101.036,52.811
