30.917,48.373
26.479,47.781
22.041,47.189
25.69,43.34
28.254,43.047
31.657,41.421
29.437,37.918
48.077,34.763
47.189,33.58
45.414,33.284
46.499,31.706
44.822,31.509
45.71,30.03
43.639,30.917
43.492,29.142
42.604,30.325
41.124,28.55
40.976,30.917
38.216,30.424
42.307,27.81
38.905,30.473
36.243,30.621
34.542,31.73
33.433,30.474
31.806,32.2
35.65,25.79
29.438,29.734
27.663,28.994
27.367,27.367
28.402,25.988
28.846,23.967
25.147,30.325
26.629,34.022
28.254,24.704
27.663,26.923
27.367,29.438
25.296,27.071
26.037,23.963
