6.361,65.828
1.923,69.083
9.26,60.385
3.847,61.835
1.184,61.242
12.575,59.813
4.586,55.769
1.923,56.361
4.29,51.627
8.876,48.224
11.602,51.754
12.574,47.337
8.551,44.289
20.314,46.845
16.124,42.456
14.348,40.78
13.166,43.491
17.604,37.13
22.337,34.172
19.379,30.03
14.202,30.917
14.202,30.917
13.757,34.763
16.715,32.988
27.811,30.917
24.882,28.905
27.219,26.183
32.101,22.633
33.949,20.561
30.03,21.079
28.432,22.277
39.793,19.675
43.639,19.379
38.758,17.16
40.68,14.941
46.377,17.455
48.964,14.793
45.858,15.237
49.852,11.686
47.189,11.095
53.206,12.08
55.671,14.94
59.911,13.166
58.432,8.728
64.498,8.876
66.716,8.136
66.716,15.237
71.154,11.391
71.45,8.432
75.296,7.939
76.479,11.686
80.03,15.828
82.545,6.657
84.023,16.124
86.144,13.955
85.355,21.302
89.497,17.604
88.905,20.562
91.272,19.675
93.786,19.822
95.414,17.801
97.544,16.362
95.414,12.87
98.077,10.799
97.929,7.989
98.964,18.787
98.521,23.373
97.781,26.48
98.373,28.846
103.285,27.13
105.917,26.775
106.657,23.225
102.416,24.211
109.615,21.746
107.989,19.23
111.095,15.828
116.124,20.858
116.05,25.444
118.491,25.592
120.858,29.142
117.899,31.509
119.083,34.467
114.053,31.41
110.503,32.988
107.84,35.059
130.266,60.621
129.437,64.423
121.672,66.568
128.847,68.49
129.438,71.45
125.444,72.19
