21.548,65.631
21.154,68.048
18.935,70.562
18.195,67.604
14.349,63.462
22.633,59.911
25,56.953
22.041,53.994
17.456,51.923
17.604,55.178
14.349,58.136
27.169,52.81
21.45,48.077
30.325,49.112
32.337,46.302
29.142,41.272
28.55,44.822
25.888,44.231
25.888,46.598
23.225,44.822
36.834,40.68
34.467,42.16
37.13,36.834
37.13,33.58
33.284,33.284
31.312,31.608
39.644,45.562
41.42,42.308
45.858,39.349
46.006,37.13
43.343,37.722
42.456,34.319
44.378,32.101
42.16,29.438
49.852,33.876
47.781,31.805
46.006,29.438
50.444,29.438
50.148,26.479
52.515,25.296
48.816,24.261
44.822,23.225
51.627,21.746
50.148,20.562
50.887,18.343
48.077,17.899
50.148,14.349
56.854,23.127
57.249,18.787
55.769,16.223
59.615,16.42
58.136,15.237
59.024,12.278
67.012,24.408
63.757,22.337
62.87,19.97
68.491,21.154
67.012,18.195
64.053,16.124
64.349,12.574
65.68,13.757
68.491,13.757
62.426,13.314
72.041,25
74.705,24.211
72.781,22.189
73.225,19.97
77.071,20.858
80.325,21.45
81.805,23.225
85.059,21.301
88.461,22.041
90.976,23.817
92.456,25.888
95.562,24.112
89.201,28.55
87.722,25
90.976,31.213
93.343,28.254
98.373,25.296
123.521,65.828
120.562,63.166
116.716,63.757
114.645,60.799
109.616,60.207
112.87,64.349
107.84,62.574
109.911,65.088
110.503,63.018
116.124,68.787
113.61,70.266
