6.065,71.154
1.48,65.977
4.882,65.68
7.249,64.941
11.242,61.686
11.095,58.431
10.799,56.361
6.51,55.769
5.178,59.762
4.882,51.627
10.947,49.705
11.98,47.189
7.988,46.746
14.349,43.935
10.652,42.751
5.868,42.554
4.822,37.368
19.083,39.644
14.941,40.385
11.391,38.905
12.771,36.144
9.024,36.243
17.011,35.355
21.894,31.954
18.294,30.029
20.932,28.919
24.31,30.03
18.121,26.924
19.675,22.041
15.089,25.739
11.982,29.142
26.922,29.216
28.698,26.479
26.183,27.367
23.225,26.035
26.479,24.408
25.888,21.45
22.633,21.301
27.071,18.195
27.959,20.858
36.243,23.225
34.763,19.97
32.101,20.562
30.325,17.604
27.959,15.237
41.568,19.379
40.385,18.491
37.278,13.757
39.35,11.391
42.308,7.84
40.385,4.882
46.893,4.882
46.302,12.574
42.899,14.053
45.118,16.42
50.739,19.97
47.485,20.266
51.48,22.041
54.882,19.083
56.509,15.68
50.444,14.349
55.178,11.538
58.913,13.979
63.293,13.969
63.462,7.249
66.716,14.941
68.491,19.082
71.45,12.87
74.408,9.32
74.112,12.574
77.367,10.355
77.071,14.349
80.503,5.177
80.03,8.432
82.101,11.982
85.296,11.331
87.13,13.462
89.99,9.418
89.201,17.012
93.047,17.012
94.157,15.237
95.71,12.87
99.202,15.533
98.373,20.266
101.923,22.633
100.74,25.296
103.107,24.408
105.03,20.118
107.249,25.296
126.183,57.544
129.586,64.053
130.621,61.095
126.479,68.787
