9.467,68.343
10.01,66.223
6.509,66.568
6.065,70.266
11.575,60.022
8.432,59.615
8.432,56.065
12.574,54.438
16.715,48.521
14.349,50.148
11.095,50.591
7.396,51.183
10.799,46.598
16.124,44.97
15.977,42.751
14.349,41.272
12.278,40.089
8.136,41.272
16.716,38.166
13.388,37.057
11.686,34.172
11.391,32.101
12.426,30.178
17.604,32.988
16.519,29.536
15.237,31.805
13.757,26.183
17.012,24.556
13.462,22.337
20.858,26.479
20.415,22.929
18.491,21.154
20.118,18.639
25.296,19.675
22.929,21.154
23.521,16.716
18.195,15.237
18.195,11.686
14.941,11.982
28.254,19.97
27.613,17.506
27.442,14.645
23.521,12.87
28.994,10.504
24.852,9.172
36.983,19.526
32.988,18.491
32.396,15.533
38.018,16.124
35.059,16.716
33.708,12.278
39.608,11.428
37.162,9.812
33.58,9.024
34.467,6.509
41.272,6.952
44.725,5.307
44.527,8.728
47.338,11.686
47.597,8.838
49.261,5.769
54.438,11.242
55.415,8.018
51.863,8.787
53.107,7.175
63.462,8.136
60.355,4.29
69.083,2.367
69.083,9.32
70.562,11.686
67.012,6.213
73.225,16.716
72.929,12.87
75.394,14.152
77.663,12.87
78.846,15.237
77.663,18.195
78.846,21.598
80.917,20.564
83.383,18.985
85.059,15.533
82.988,22.633
85.355,22.189
88.314,25
91.272,23.225
117.899,43.936
120.858,45.414
122.041,48.077
124.704,45.118
127.781,49.32
122.574,50.619
121.055,55.966
124.26,58.728
124.26,61.686
130.917,58.728
128.305,65.484
126.775,68.638
125,64.941
123.669,69.527
119.97,70.266
