98.669,38.018
104.438,37.426
104.438,37.426
106.657,39.793
94.527,43.639
97.634,42.9
107.84,43.935
103.698,43.639
114.941,40.68
116.124,37.722
113.462,35.947
116.716,35.355
119.527,34.467
122.041,35.503
123.521,38.314
121.154,40.089
123.225,42.16
118.195,42.456
123.817,46.302
119.97,45.71
115.533,45.118
111.686,45.118
117.012,47.781
110.799,49.26
105.473,54.586
111.982,57.84
114.645,55.473
117.308,54.882
114.645,52.219
116.642,52.366
118.639,51.183
123.521,53.698
125.296,57.446
121.253,57.545
117.012,61.095
