21.45,67.899
19.477,70.71
15.532,67.9
15.828,65.237
11.835,69.823
8.136,68.787
8.728,72.436
14.349,62.278
11.391,60.503
6.065,62.722
12.574,49.852
17.012,53.402
15.04,55.966
19.823,47.634
13.856,46.203
9.763,45.266
22.041,45.118
18.491,43.047
15.336,42.554
11.686,42.16
22.93,40.976
27.86,40.237
21.45,35.799
30.785,36.243
30.917,33.432
35.71,32.633
28.517,31.081
36.489,28.946
29.29,27.367
33.432,27.219
33.284,25
32.989,22.707
27.959,22.633
37.328,20.365
33.284,19.675
31.904,16.371
52.515,21.45
46.598,15.533
44.033,15.976
41.568,17.899
44.083,11.538
39.438,12.397
55.474,18.392
52.337,15.887
52.811,12.574
49.556,14.349
49.26,8.876
61.391,18.393
58.876,12.574
62.906,13.24
65.828,12.278
65.089,7.84
62.278,7.544
62.574,10.651
67.998,20.562
68.639,15.976
70.858,13.659
72.337,9.467
75,16.124
76.183,14.053
81.805,12.278
78.55,14.645
78.254,17.899
80.621,19.97
82.396,17.308
86.094,22.633
87.722,20.562
91.42,17.973
103.698,42.751
106.065,43.343
112.574,40.68
113.757,42.9
116.124,42.16
119.97,45.118
117.604,47.189
118.491,50.148
111.982,52.811
109.615,50.444
107.742,47.387
111.391,45.71
120.71,52.071
128.55,50.444
122.337,57.051
115.828,59.516
119.97,59.468
123.964,61.095
131.656,53.551
130.917,62.574
127.219,65.089
120.266,65.237
121.45,68.343
123.964,70.562
127.441,70.562
129.586,68.195
130.622,72.633
