7.693,73.076
7.071,69.26
10.799,70.858
11.535,68.049
14.645,70.266
12.926,72.427
8.136,66.716
10.503,64.053
6.069,62.673
16.272,67.012
20.603,64.643
17.607,62.421
14.349,61.686
15.083,59.25
23.336,61.585
21.512,59.738
17.308,58.284
14.975,56.098
11.835,54.364
13.168,52.292
16.122,53.254
19.451,55.843
23.447,58.246
23.581,61.642
22.23,59.453
25.148,54.88
20.934,52.293
18.491,51.036
15.976,49.556
17.16,46.893
21.154,48.52
23.773,51.006
28.313,51.57
30.037,53.307
27.224,48.811
25,48.669
20.711,45.562
25.444,45.267
25.444,45.267
27.367,43.342
25.397,41.571
24.408,39.793
21.708,37.576
19.025,37.898
23.373,35.503
26.183,37.722
30.425,40.977
32.985,40.738
31.805,39.051
29.88,38.018
27.663,34.763
30.621,34.911
27.368,31.608
29.828,31.771
30.768,29.659
32.988,31.805
33.58,33.284
34.666,35.848
36.243,35.059
38.164,36.098
36.481,38.196
41.106,37.331
42.245,34.762
40.68,31.805
40.089,30.77
38.242,29.88
40.68,28.107
39.112,26.362
36.144,27.761
33.284,27.663
33.731,25.151
37.673,32.053
45.265,32.101
43.935,30.03
43.836,27.367
43.737,23.323
42.9,21.746
39.94,21.45
45.414,18.787
48.373,24.112
49.259,25.789
50.444,31.806
53.994,27.959
51.923,25.888
55.473,22.337
60.207,25.888
60.799,24.704
60.404,23.226
61.095,21.154
60.305,18.591
60.947,16.273
58.21,16.42
63.759,17.999
62.722,21.746
66.914,21.843
64.276,24.262
68.046,26.037
68.639,28.254
70.266,25.888
71.3,29.216
72.337,25
72.633,22.633
71.302,20.414
74.853,18.046
75.682,22.928
77.366,27.367
77.367,25.592
78.945,27.169
79.438,22.633
78.55,21.154
78.55,19.675
79.635,16.618
77.17,16.814
82.988,15.237
82.396,19.083
82.988,21.154
82.988,24.704
83.284,27.959
85.355,24.408
85.059,21.45
86.243,18.641
86.538,17.012
88.314,21.45
87.426,26.183
87.574,29.881
92.751,19.379
94.676,21.301
92.16,25
90.385,28.846
94.231,28.846
95.612,24.802
96.155,23.668
97.632,23.965
92.456,32.692
95.215,33.258
98.161,31.677
96.893,30.621
98.866,27.565
102.811,27.663
100.888,30.325
115.385,59.615
118.491,56.657
117.111,54.98
116.618,65.238
112.133,66.42
119.477,65.829
123.225,64.349
120.858,64.201
121.252,60.108
125.444,66.716
126.183,63.906
115.433,68.489
121.006,72.486
